file,category,semantic_speed,circuitousness,volume,评分,评分人数,被引,下载
_水浒传_女性形象分析_张彩云,论文,0.7690643,1.1825747199160195,0.22710054308738856,,,8,11088
_校园欺凌_的概念界定及其法律责任_任海涛,论文,0.6668508,1.0621732892320712,0.27943071880005915,,,521,36217
_新质生产力_的提出逻辑_多维内涵及时代意义_高帆,论文,0.6646358,1.1461852470477558,0.23371438269118847,,,327,45066
AI虚拟男友青年女性玩家的择偶观_畸变_症因与矫治_蒲清平,论文,0.6250907,1.0667120322780281,0.25984955046890923,,,16,21600
城市形象传播_框架与策略_何国平,论文,0.65436155,1.0641094954176655,0.30064831220865584,,,648,24464
从_翻转课堂_的本质_看_翻转课堂_在我国的未来发展_何克抗,论文,0.6623397,1.0834320025880546,0.23139843889317221,,,3104,76294
大数据系统和分析技术综述_程学旗,论文,0.6781584,1.0582498334739572,0.23019372593083023,,,1661,74925
大数据系统综述_李学龙,论文,0.66746324,1.0790724053186425,0.19260445989249333,,,1000,54656
大学生婚恋观的现状及对策研究_陈昕,论文,0.66057193,1.1477303025557168,0.18719153776954822,,,17,4994
大学生消费行为的研究_张干群,论文,0.6747737,1.076854991952241,0.23822240509038076,,,76,34528
当代大学生的恋爱问题及教育应对_魏晓娟,论文,0.6183997,1.0552651212829476,0.2903478316955704,,,9,11468
当代大学生恋爱心理研究_周晓芳,论文,0.702056,1.0926233481409684,0.20940179780609391,,,24,11251
当代景观生态学的进展和展望_肖笃宁,论文,0.7473682,1.1600140218319184,0.3208056409437967,,,1171,8255
当前_中国梦_的研究综述_史为磊,论文,0.6252045,1.0511110313638647,0.26069736170319807,,,128,21284
地方感_地方依恋与地方认同等概念的辨析及研究启示_朱竑,论文,0.579193,1.0775909525197873,0.28832042006722125,,,898,25352
法治与国家治理现代化_张文显,论文,0.7163436,1.081160612106542,0.21935175648884409,,,1784,150804
共同富裕的内涵_实现路径与测度方法_刘培林,论文,0.6916934,1.0826529823029003,0.2490682352405577,,,1468,87308
关于实施乡村振兴战略的几个问题_贺雪峰,论文,0.68114775,1.1244953705761094,0.27678641672382526,,,776,29355
关于中国特色社会主义理论体系的几点学习体会和认识_习近平,论文,0.6257868,1.0779719207308656,0.22681796057830256,,,485,19774
国际湿地科学研究的主要特点_进展与展望_杨永兴,论文,0.7366473,1.0644321715689735,0.30986941312128524,,,1111,9020
国内外旅游_民宿_研究综述_蒋佳倩,论文,0.6760757,1.069179636621256,0.3057323330409707,,,706,40328
国内外乡村旅游研究热点-近20年文献回顾_卢小丽,论文,0.64425254,1.0685606927685247,0.31535588073725995,,,540,37850
国外爱情观研究综述_刘聪颖,论文,0.6904381,1.0513078460136787,0.3351564471661603,,,28,8123
话语分析五十年_回顾与展望_朱永生,论文,0.6361564,1.0562186733466359,0.3460564860052888,,,841,23568
环境会计_理论综述与启示_周守华,论文,0.6650524,1.0545988075184103,0.2859377313987977,,,513,30290
基于消费者购买行为的超市促销策略研究_王焕弟,论文,0.6726046,1.1509703362920607,0.18570598904640992,,,13,5196
空间_一个社会学的概念_郑震,论文,0.58649725,1.0744949019327334,0.2256088725826099,,,785,25488
历史事实_历史记忆与历史心性_王明珂,论文,0.7128311,1.1242370363265621,0.26263990712353713,,,1166,25551
论国家治理与国家审计_刘家义,论文,0.66376185,1.0857623184602794,0.2561558264833572,,,1571,21615
论国有企业高质量发展_黄速建,论文,0.6337455,1.0677801160048894,0.1958996457852713,,,958,23776
论核心素养的内涵_张华,论文,0.6518036,1.09502880816535,0.2562003081176795,,,3890,82785
论红色文化的内涵_特征及其当代价值_沈成飞,论文,0.68387866,1.0733655985759656,0.2860792995555086,,,661,23082
论习近平新时代中国特色社会主义思想_邸乘光,论文,0.6169766,1.1331950992033202,0.1916890548879974,,,270,98288
论新质生产力_内涵特征与重要着力点_周文,论文,0.605877,1.0565485241123935,0.23634232973026226,,,772,182022
论中西思维方式_连淑能,论文,0.7164098,1.087026595926196,0.23059788778755874,,,1698,25956
论中西饮食文化的差异_卞浩宇,论文,0.77771544,1.1614216335747505,0.3442605978143162,,,97,20067
媒介融合_概念_动因及利弊_丁柏铨,论文,0.6191841,1.0478856269336836,0.26551482523062264,,,526,26566
企业创新_生命周期与聚集经济_董晓芳,论文,0.63429374,1.0360187388037658,0.23450525632838803,,,425,15076
氢能与燃料电池发展现状及展望_邵志刚,论文,0.6543779,1.0391985526908616,0.29971003772867133,,,567,19558
区块链技术发展现状与展望_袁勇,论文,0.69131356,1.0933805021877208,0.22202077394086933,,,5064,109784
全球视野下的_数据新闻__理念与实践_方洁,论文,0.64743924,1.0777554322471503,0.28754994321039057,,,720,27095
日本女性就业状况的变化及其原因分析_唐向红,论文,0.75545114,1.11159920445069,0.3204243099193754,,,56,6151
身份认同研究综述_张淑华,论文,0.62904936,1.122397523770578,0.29037600216637216,,,1706,59071
深度学习研究综述_孙志军,论文,0.6696432,1.0746631491967031,0.3170046006335482,,,2910,89150
数字化创新_内涵特征_价值创造与展望_谢卫红,论文,0.5925046,1.0565980767159429,0.25758671441232095,,,306,10590
数字经济与实体经济深度融合的内涵和途径_洪银兴,论文,0.6059628,1.090179679007872,0.22447948823627029,,,391,37513
素质教育的概念_内涵及相关理论__素质教育的概念_内涵及相关理论_课题组,论文,0.6428574,1.0976739049276285,0.2712101538481375,,,539,25464
碳中和目标下的我国绿色金融_政策_实践与挑战_信瑶瑶,论文,0.649878,1.0481268944593736,0.27125517431629226,,,129,11644
同伴关系的发展研究_周宗奎,论文,0.62668437,1.0447285897322698,0.28034387363987207,,,481,20001
同性恋国内研究概述_余放争,论文,0.6954462,1.0328372397663237,0.3559597833977559,,,78,10006
网络大数据_现状与展望_王元卓,论文,0.62655205,1.070906797646037,0.24621092852056725,,,1524,86564
文化自信视域下红色基因的传承研究_王昕伟,论文,0.6492743,1.139002282577232,0.12321419351146373,,,71,13848
文学伦理学批评_基本理论与术语_聂珍钊,论文,0.6762075,1.0675227804726073,0.26737230575747334,,,1535,32131
我国留守儿童状况研究_段成荣,论文,0.76431686,1.082669052477855,0.3075200559214263,,,1992,28327
习近平总书记关于新质生产力...成逻辑_理论创新与时代价值_蒲清平,论文,0.6707836,1.098279944255897,0.25558006842675834,,,262,36498
新媒体时代高校思想政治教育研究_季海菊,论文,0.63032657,1.1239783740838472,0.12108520515198375,,,961,116595
新时代劳动教育再发展的逻辑_徐长发,论文,0.72253853,1.0853201162964246,0.3183295566728646,,,1054,28382
信息安全综述_沈昌祥,论文,0.7718935,1.0490569775788812,0.2550086498724977,,,1068,27960
叙事理论概述_程锡麟,论文,0.6915204,1.0485155686989787,0.30873879588749964,,,411,16693
议程设置理论概览_过去_现在与未来_麦克斯韦尔-麦考姆斯,论文,0.6276613,1.0714152113017326,0.24188874357498574,,,492,25284
议程设置理论与研究50年_溯源_演进_前景_史安斌,论文,0.64070904,1.107689220430903,0.2644192438544941,,,387,144208
英语学科核心素养的实质内涵_程晓堂,论文,0.58792907,1.0347485769896132,0.2723714735159769,,,3110,66897
预制菜及其研究现状_存在问题和发展展望_王卫,论文,0.5943306,1.0573682470358028,0.28876954683025613,,,66,12560
战后日本产业政策研究_陈韶华,论文,0.69816405,1.1301827087553389,0.12073681962270252,,,53,7723
中国的婚姻和生育去制度化了...学生婚育观调查的发现与讨论_李婷,论文,0.6512995,1.0632625499116586,0.2452259168092021,,,64,17465
中国梦的内涵_结构与路径优化_孟东方,论文,0.7504241,1.1090693076020606,0.24885109193070026,,,187,32516
中国农村留守儿童研究述评_谭深,论文,0.64593834,1.0723432720995125,0.23149697906474948,,,588,30899
中国桥梁工程学术研究综述_2014_马建,论文,0.6942963,1.0932235861382305,0.12393126952443428,,,1073,53408
中国式现代化道路的特征和意义分析_胡鞍钢,论文,0.78191704,1.1521175192069752,0.24302376801119768,,,131,20162
中国特色社会主义文化发展道路研究_张传民,论文,0.62936044,1.1158570428674008,0.10799266173419393,,,53,14855
中国新时代城乡融合与乡村振兴_刘彦随,论文,0.6539109,1.0883080000617165,0.2426235078859285,,,3005,110538
中日关系_历史的回顾与展望_冯昭奎,论文,0.68497217,1.0449969323771204,0.27602358247929776,,,29,12567
中西方传统爱情观比较_陈欣,论文,0.6915537,1.1244307024584583,0.40776028732776776,,,21,4742
中医体质学说研究现状与展望_王琦,论文,0.71229,1.1064398488521838,0.2615353464023492,,,900,10191
重新审视_共产党宣言_的当代意义_陈学明,论文,0.6559911,1.0841289046577347,0.28373611580486024,,,46,28685
组织行为学研究的现状_意义与建议_张志学,论文,0.6245491,1.0894344641143718,0.21947502716157524,,,164,20462
100树王棋王孩子王,小说,0.6573386,1.103241882156226,0.13889844708073606,9.3,30222,,
109飞鸟集,小说,0.5382952,1.0646745872742074,0.2851449524128916,8.9,67120,,
128人间草木,小说,0.7520816,1.0971255535552742,0.16413892894910917,9.2,33617,,
12小王子,小说,0.64963335,1.0739491844235047,0.23480239384115337,9.1,764694,,
130边城,小说,0.651287,1.1131442200347452,0.11982005350130152,8.7,233114,,
1活着 _余华_ ,小说,0.61829364,1.0962243065023092,0.13046090312654013,9.4,850766,,
233金锁记,小说,0.6270547,1.1468810419683306,0.19909690277731037,8.6,64028,,
235不存在的骑士,小说,0.674647,1.1066782750173292,0.15972298381511008,8.9,26253,,
248帷幕,小说,0.64860827,1.0911202978727368,0.15077350196260186,9.1,17325,,
29乡土中国,小说,0.68477654,1.0732609169804546,0.18128720596125686,9.2,94051,,
35罗杰疑案,小说,0.620538,1.1651411582968911,0.10766058518638487,9.2,79122,,
50朝花夕拾,小说,0.653588,1.0795533773239656,0.16346180835275848,9.1,158547,,
56置身事内,小说,0.73485047,1.1107173122514566,0.12912601829580103,9.1,85865,,
71台北人,小说,0.6660794,1.103956238547301,0.1220957704575023,9.0 ,76023,,
74永恒的终结,小说,0.6457839,1.163416626407701,0.10947018684891706,9.1,49200,,
7动物农场,小说,0.6562893,1.1268747674839525,0.17161945850721513,9.3,164095,,
9房思琪的初恋乐园,小说,0.6451993,1.132671606229722,0.1260638611876733,9.2,388129,,
草房子,小说,0.67418665,1.1076891686943664,0.12283695512600795,9.0 ,55253,,
窗边的小豆豆,小说,0.66477245,1.096905994803758,0.13914423712463936,8.8,214888,,
何以笙箫默,小说,0.63295716,1.1269278768666842,0.12478913133919467,7.8,144208,,
